ID,GENDER,CAR,REALITY,NO_OF_CHILD,FAMILY_TYPE,HOUSE_TYPE,FLAG_MOBIL,WORK_PHONE,PHONE,E_MAIL,FAMILY SIZE,BEGIN_MONTH,AGE,YEARS_EMPLOYED,TARGET,INCOME,INCOME_TYPE,EDUCATION_TYPE,INCOME_PER_MEMBER,AGE_GROUP,EMPLOYMENT_RATIO,COMM_SCORE
5021225,M,Y,N,0.0,Single / not married,House / apartment,1,0,0,0,1.0,26,27.0,2.0,0,310500.0,Working,Higher education,310500.0,Adult,0.07407407407407407,0
5021226,M,Y,N,0.0,Single / not married,House / apartment,1,0,0,0,1.0,15,27.0,2.0,0,310500.0,Working,Higher education,310500.0,Adult,0.07407407407407407,0
5021227,M,Y,N,0.0,Single / not married,House / apartment,1,0,0,0,1.0,26,27.0,2.0,0,310500.0,Working,Higher education,310500.0,Adult,0.07407407407407407,0
5113048,M,Y,N,0.0,Single / not married,House / apartment,1,0,0,0,1.0,14,27.0,2.0,0,310500.0,Working,Higher education,310500.0,Adult,0.07407407407407407,0
5021228,F,N,Y,2.0,Civil marriage,House / apartment,1,0,0,0,4.0,43,30.0,0.0,0,112500.0,Working,Higher education,28125.0,Adult,0.0,0
5021229,F,N,Y,2.0,Civil marriage,House / apartment,1,0,0,0,4.0,5,30.0,0.0,0,112500.0,Working,Higher education,28125.0,Adult,0.0,0
5021231,F,N,Y,1.0,Civil marriage,House / apartment,1,0,0,0,3.0,52,29.0,7.0,0,225000.0,Working,Higher education,75000.0,Adult,0.2413793103448276,0
5021232,F,N,Y,1.0,Civil marriage,House / apartment,1,0,0,0,3.0,43,29.0,7.0,0,225000.0,Working,Higher education,75000.0,Adult,0.2413793103448276,0
5021234,F,N,Y,1.0,Married,House / apartment,1,0,0,0,3.0,29,34.0,4.0,0,67500.0,Commercial associate,Higher education,22500.0,Adult,0.11764705882352941,0
5021235,F,N,Y,1.0,Married,House / apartment,1,0,0,0,3.0,6,34.0,4.0,0,67500.0,Commercial associate,Higher education,22500.0,Adult,0.11764705882352941,0
5021236,F,N,Y,1.0,Married,House / apartment,1,0,0,0,3.0,8,34.0,4.0,0,67500.0,Commercial associate,Higher education,22500.0,Adult,0.11764705882352941,0
5021250,F,N,Y,0.0,Married,House / apartment,1,0,0,0,2.0,38,51.0,19.0,0,157500.0,Working,Secondary / secondary special,78750.0,Senior,0.37254901960784315,0
5021251,F,N,Y,0.0,Married,House / apartment,1,0,0,0,2.0,58,51.0,19.0,0,157500.0,Working,Secondary / secondary special,78750.0,Senior,0.37254901960784315,0
5021253,F,N,Y,0.0,Married,House / apartment,1,0,0,0,2.0,48,51.0,19.0,0,157500.0,Working,Secondary / secondary special,78750.0,Senior,0.37254901960784315,0
5021254,F,N,Y,0.0,Married,House / apartment,1,0,0,0,2.0,48,51.0,19.0,0,157500.0,Working,Secondary / secondary special,78750.0,Senior,0.37254901960784315,0
5021261,F,N,Y,0.0,Married,House / apartment,1,0,0,0,2.0,5,51.0,19.0,0,157500.0,Working,Secondary / secondary special,78750.0,Senior,0.37254901960784315,0
5113049,F,N,Y,0.0,Married,House / apartment,1,0,0,0,2.0,46,51.0,19.0,0,157500.0,Working,Secondary / secondary special,78750.0,Senior,0.37254901960784315,0
5021263,F,N,N,0.0,Single / not married,House / apartment,1,0,0,0,1.0,9,52.0,2.0,0,135000.0,Working,Secondary / secondary special,135000.0,Senior,0.038461538461538464,0
5021264,F,N,N,0.0,Single / not married,Rented apartment,1,0,0,0,1.0,32,31.0,5.0,0,135000.0,Working,Incomplete higher,135000.0,Adult,0.16129032258064516,0
5021265,F,N,N,0.0,Single / not married,Rented apartment,1,0,0,0,1.0,52,31.0,5.0,0,135000.0,Working,Incomplete higher,135000.0,Adult,0.16129032258064516,0
5021266,F,Y,Y,1.0,Married,House / apartment,1,0,0,0,3.0,53,40.0,13.0,0,270000.0,Working,Secondary / secondary special,90000.0,Middle,0.325,0
5021267,F,Y,Y,1.0,Married,House / apartment,1,0,0,0,3.0,55,40.0,13.0,0,270000.0,Working,Secondary / secondary special,90000.0,Middle,0.325,0
5021270,F,Y,Y,1.0,Married,House / apartment,1,0,0,0,3.0,24,40.0,13.0,0,270000.0,Working,Secondary / secondary special,90000.0,Middle,0.325,0
5021271,F,Y,Y,1.0,Married,House / apartment,1,0,0,0,3.0,46,40.0,13.0,0,270000.0,Working,Secondary / secondary special,90000.0,Middle,0.325,0
5021272,F,Y,Y,1.0,Married,House / apartment,1,0,0,0,3.0,53,40.0,13.0,0,270000.0,Working,Secondary / secondary special,90000.0,Middle,0.325,0
5021283,F,N,Y,1.0,Married,House / apartment,1,0,0,0,3.0,56,43.0,2.0,0,157500.0,Working,Secondary / secondary special,52500.0,Middle,0.046511627906976744,0
5021291,F,Y,Y,1.0,Married,House / apartment,1,0,0,1,3.0,4,33.0,1.0,0,180000.0,Commercial associate,Higher education,60000.0,Adult,0.030303030303030304,1
5021292,F,Y,Y,1.0,Married,House / apartment,1,0,0,1,3.0,7,33.0,1.0,0,180000.0,Commercial associate,Higher education,60000.0,Adult,0.030303030303030304,1
5021293,F,Y,Y,1.0,Married,House / apartment,1,0,0,1,3.0,10,33.0,1.0,0,180000.0,Commercial associate,Higher education,60000.0,Adult,0.030303030303030304,1
5021294,F,Y,Y,1.0,Married,House / apartment,1,0,0,1,3.0,28,33.0,1.0,0,180000.0,Commercial associate,Higher education,60000.0,Adult,0.030303030303030304,1
5021295,F,Y,Y,1.0,Married,House / apartment,1,0,0,1,3.0,27,33.0,1.0,0,180000.0,Commercial associate,Higher education,60000.0,Adult,0.030303030303030304,1
5021296,F,Y,Y,1.0,Married,House / apartment,1,0,0,1,3.0,5,33.0,1.0,0,180000.0,Commercial associate,Higher education,60000.0,Adult,0.030303030303030304,1
5021298,F,N,Y,0.0,Single / not married,House / apartment,1,0,0,1,1.0,36,42.0,4.0,0,90000.0,Working,Higher education,90000.0,Middle,0.09523809523809523,1
5021299,F,N,Y,0.0,Single / not married,House / apartment,1,0,0,1,1.0,6,42.0,4.0,0,90000.0,Working,Higher education,90000.0,Middle,0.09523809523809523,1
5021301,F,N,Y,0.0,Single / not married,House / apartment,1,0,0,1,1.0,14,42.0,4.0,0,90000.0,Working,Higher education,90000.0,Middle,0.09523809523809523,1
5021305,M,N,Y,0.0,Married,House / apartment,1,0,0,0,2.0,2,46.0,1.0,0,270000.0,Working,Secondary / secondary special,135000.0,Senior,0.021739130434782608,0
5021306,M,N,Y,0.0,Married,House / apartment,1,0,0,0,2.0,2,46.0,1.0,0,270000.0,Working,Secondary / secondary special,135000.0,Senior,0.021739130434782608,0
5021307,M,N,Y,0.0,Married,House / apartment,1,0,0,0,2.0,2,46.0,1.0,0,270000.0,Working,Secondary / secondary special,135000.0,Senior,0.021739130434782608,0
5021308,M,N,Y,0.0,Married,House / apartment,1,0,0,0,2.0,3,46.0,1.0,0,270000.0,Working,Secondary / secondary special,135000.0,Senior,0.021739130434782608,0
5021309,M,N,Y,0.0,Married,House / apartment,1,0,0,0,2.0,3,46.0,1.0,0,270000.0,Working,Secondary / secondary special,135000.0,Senior,0.021739130434782608,0
5021312,M,N,Y,0.0,Married,House / apartment,1,0,0,0,2.0,1,46.0,1.0,0,270000.0,Working,Secondary / secondary special,135000.0,Senior,0.021739130434782608,0
5021315,M,N,Y,0.0,Married,House / apartment,1,0,0,0,2.0,2,46.0,1.0,0,270000.0,Working,Secondary / secondary special,135000.0,Senior,0.021739130434782608,0
5021316,M,N,Y,0.0,Married,House / apartment,1,0,0,0,2.0,2,46.0,1.0,0,270000.0,Working,Secondary / secondary special,135000.0,Senior,0.021739130434782608,0
5021317,M,N,Y,0.0,Married,House / apartment,1,0,0,0,2.0,2,46.0,1.0,0,270000.0,Working,Secondary / secondary special,135000.0,Senior,0.021739130434782608,0
5021318,M,N,Y,0.0,Married,House / apartment,1,0,0,0,2.0,1,46.0,1.0,0,270000.0,Working,Secondary / secondary special,135000.0,Senior,0.021739130434782608,0
5021319,M,N,Y,0.0,Married,House / apartment,1,0,0,0,2.0,13,46.0,1.0,0,270000.0,Working,Secondary / secondary special,135000.0,Senior,0.021739130434782608,0
5021320,M,N,Y,0.0,Married,House / apartment,1,0,0,0,2.0,1,46.0,1.0,0,270000.0,Working,Secondary / secondary special,135000.0,Senior,0.021739130434782608,0
5021321,M,N,Y,0.0,Married,House / apartment,1,0,0,0,2.0,1,46.0,1.0,0,270000.0,Working,Secondary / secondary special,135000.0,Senior,0.021739130434782608,0
5021322,M,N,Y,0.0,Married,House / apartment,1,0,0,0,2.0,13,46.0,1.0,0,270000.0,Working,Secondary / secondary special,135000.0,Senior,0.021739130434782608,0
5021323,M,N,Y,0.0,Married,House / apartment,1,0,0,0,2.0,25,46.0,1.0,0,270000.0,Working,Secondary / secondary special,135000.0,Senior,0.021739130434782608,0
5021324,M,N,Y,0.0,Married,House / apartment,1,0,0,0,2.0,32,46.0,1.0,0,270000.0,Working,Secondary / secondary special,135000.0,Senior,0.021739130434782608,0
5113087,M,N,Y,0.0,Married,House / apartment,1,0,0,0,2.0,2,46.0,1.0,0,270000.0,Working,Secondary / secondary special,135000.0,Senior,0.021739130434782608,0
5113088,M,N,Y,0.0,Married,House / apartment,1,0,0,0,2.0,59,46.0,1.0,0,270000.0,Working,Secondary / secondary special,135000.0,Senior,0.021739130434782608,0
5021328,F,N,Y,0.0,Married,House / apartment,1,0,0,0,2.0,51,49.0,10.0,0,90000.0,State servant,Higher education,45000.0,Senior,0.20408163265306123,0
5021329,F,N,Y,0.0,Married,House / apartment,1,0,0,0,2.0,55,49.0,10.0,0,90000.0,State servant,Higher education,45000.0,Senior,0.20408163265306123,0
5021330,F,N,Y,0.0,Married,House / apartment,1,0,0,0,2.0,18,49.0,10.0,0,90000.0,State servant,Higher education,45000.0,Senior,0.20408163265306123,0
5021331,F,N,Y,0.0,Married,House / apartment,1,0,0,0,2.0,19,49.0,10.0,0,90000.0,State servant,Higher education,45000.0,Senior,0.20408163265306123,0
5021332,F,N,Y,0.0,Married,House / apartment,1,0,0,0,2.0,11,49.0,10.0,0,90000.0,State servant,Higher education,45000.0,Senior,0.20408163265306123,0
5021334,F,N,Y,0.0,Married,House / apartment,1,0,0,0,2.0,48,49.0,10.0,0,90000.0,State servant,Higher education,45000.0,Senior,0.20408163265306123,0
5021335,F,N,Y,0.0,Married,House / apartment,1,0,0,0,2.0,44,49.0,10.0,0,90000.0,State servant,Higher education,45000.0,Senior,0.20408163265306123,0
5021336,F,N,Y,0.0,Married,House / apartment,1,0,0,0,2.0,41,49.0,10.0,0,90000.0,State servant,Higher education,45000.0,Senior,0.20408163265306123,0
5021337,F,N,Y,0.0,Married,House / apartment,1,0,0,0,2.0,29,49.0,10.0,0,90000.0,State servant,Higher education,45000.0,Senior,0.20408163265306123,0
5021338,F,N,Y,0.0,Married,House / apartment,1,0,0,0,2.0,43,49.0,10.0,0,90000.0,State servant,Higher education,45000.0,Senior,0.20408163265306123,0
5021344,M,N,Y,0.0,Civil marriage,House / apartment,1,0,0,0,2.0,11,41.0,5.0,0,112500.0,Working,Secondary / secondary special,56250.0,Middle,0.12195121951219512,0
5021346,F,Y,Y,0.0,Civil marriage,House / apartment,1,0,0,0,2.0,7,39.0,6.0,0,315000.0,Working,Secondary / secondary special,157500.0,Middle,0.15384615384615385,0
5021350,M,Y,N,0.0,Married,House / apartment,1,0,0,0,2.0,23,55.0,18.0,0,225000.0,Working,Secondary / secondary special,112500.0,Senior,0.32727272727272727,0
5021353,M,Y,N,0.0,Married,House / apartment,1,0,0,0,2.0,51,55.0,18.0,0,225000.0,Working,Secondary / secondary special,112500.0,Senior,0.32727272727272727,0
5021359,M,Y,N,0.0,Married,House / apartment,1,0,0,0,2.0,51,55.0,18.0,0,225000.0,Working,Secondary / secondary special,112500.0,Senior,0.32727272727272727,0
5021360,M,Y,N,0.0,Married,House / apartment,1,0,0,0,2.0,37,55.0,18.0,0,225000.0,Working,Secondary / secondary special,112500.0,Senior,0.32727272727272727,0
5021361,M,Y,N,0.0,Married,House / apartment,1,0,0,0,2.0,7,55.0,18.0,0,225000.0,Working,Secondary / secondary special,112500.0,Senior,0.32727272727272727,0
5021362,M,Y,N,0.0,Married,House / apartment,1,0,0,0,2.0,13,55.0,18.0,0,225000.0,Working,Secondary / secondary special,112500.0,Senior,0.32727272727272727,0
5113104,M,Y,N,0.0,Married,House / apartment,1,0,0,0,2.0,42,55.0,18.0,0,225000.0,Working,Secondary / secondary special,112500.0,Senior,0.32727272727272727,0
5113105,M,Y,N,0.0,Married,House / apartment,1,0,0,0,2.0,56,55.0,18.0,0,225000.0,Working,Secondary / secondary special,112500.0,Senior,0.32727272727272727,0
5113106,M,Y,N,0.0,Married,House / apartment,1,0,0,0,2.0,35,55.0,18.0,0,225000.0,Working,Secondary / secondary special,112500.0,Senior,0.32727272727272727,0
5021354,F,N,Y,2.0,Married,With parents,1,0,0,0,4.0,2,36.0,1.0,0,67500.0,State servant,Incomplete higher,16875.0,Middle,0.027777777777777776,0
5021355,F,N,Y,2.0,Married,With parents,1,0,0,0,4.0,19,36.0,1.0,0,67500.0,State servant,Incomplete higher,16875.0,Middle,0.027777777777777776,0
5021358,F,N,Y,2.0,Married,With parents,1,0,0,0,4.0,8,36.0,1.0,0,67500.0,State servant,Incomplete higher,16875.0,Middle,0.027777777777777776,0
5021365,M,N,Y,0.0,Married,House / apartment,1,0,0,0,2.0,20,51.0,20.5,0,270000.0,Commercial associate,Secondary / secondary special,135000.0,Senior,0.4019607843137255,0
5021366,M,N,Y,0.0,Married,House / apartment,1,0,0,0,2.0,38,51.0,20.5,0,270000.0,Commercial associate,Secondary / secondary special,135000.0,Senior,0.4019607843137255,0
5021367,M,N,Y,0.0,Married,House / apartment,1,0,0,0,2.0,42,51.0,20.5,0,270000.0,Commercial associate,Secondary / secondary special,135000.0,Senior,0.4019607843137255,0
5021368,M,N,Y,0.0,Married,House / apartment,1,0,0,0,2.0,55,51.0,20.5,0,270000.0,Commercial associate,Secondary / secondary special,135000.0,Senior,0.4019607843137255,0
5021370,F,N,Y,0.0,Married,House / apartment,1,0,0,1,2.0,36,61.0,2.0,0,247500.0,Working,Higher education,123750.0,Elderly,0.03278688524590164,1
5021371,F,N,Y,0.0,Married,House / apartment,1,0,0,1,2.0,6,61.0,2.0,0,247500.0,Working,Higher education,123750.0,Elderly,0.03278688524590164,1
5021372,F,N,Y,0.0,Married,House / apartment,1,0,0,1,2.0,35,61.0,2.0,0,247500.0,Working,Higher education,123750.0,Elderly,0.03278688524590164,1
5021373,F,N,Y,0.0,Married,House / apartment,1,0,0,1,2.0,35,61.0,2.0,0,247500.0,Working,Higher education,123750.0,Elderly,0.03278688524590164,1
5021375,F,N,Y,0.0,Married,House / apartment,1,0,0,1,2.0,49,61.0,2.0,0,247500.0,Working,Higher education,123750.0,Elderly,0.03278688524590164,1
5021377,F,N,Y,0.0,Married,House / apartment,1,0,0,1,2.0,14,61.0,2.0,0,247500.0,Working,Higher education,123750.0,Elderly,0.03278688524590164,1
5021378,F,N,Y,0.0,Married,House / apartment,1,0,0,1,2.0,10,61.0,2.0,0,247500.0,Working,Higher education,123750.0,Elderly,0.03278688524590164,1
5021379,F,N,Y,0.0,Married,House / apartment,1,0,0,1,2.0,3,61.0,2.0,0,247500.0,Working,Higher education,123750.0,Elderly,0.03278688524590164,1
5021380,F,N,Y,0.0,Married,House / apartment,1,0,0,1,2.0,4,61.0,2.0,0,247500.0,Working,Higher education,123750.0,Elderly,0.03278688524590164,1
5021381,F,N,Y,0.0,Married,House / apartment,1,0,0,1,2.0,52,61.0,2.0,0,247500.0,Working,Higher education,123750.0,Elderly,0.03278688524590164,1
5021410,F,N,Y,0.0,Married,House / apartment,1,1,1,0,2.0,53,55.0,11.0,0,270000.0,Working,Secondary / secondary special,135000.0,Senior,0.2,2
5021413,F,N,Y,0.0,Married,House / apartment,1,1,1,0,2.0,44,55.0,11.0,0,270000.0,Working,Secondary / secondary special,135000.0,Senior,0.2,2
5021414,F,N,Y,0.0,Married,House / apartment,1,1,1,0,2.0,4,55.0,11.0,0,270000.0,Working,Secondary / secondary special,135000.0,Senior,0.2,2
5021415,F,N,Y,0.0,Married,House / apartment,1,1,1,0,2.0,18,55.0,11.0,0,270000.0,Working,Secondary / secondary special,135000.0,Senior,0.2,2
5021416,F,N,Y,0.0,Married,House / apartment,1,1,1,0,2.0,53,55.0,11.0,0,270000.0,Working,Secondary / secondary special,135000.0,Senior,0.2,2
5021419,F,N,Y,0.0,Married,House / apartment,1,1,1,0,2.0,60,55.0,11.0,0,270000.0,Working,Secondary / secondary special,135000.0,Senior,0.2,2
5021420,F,N,Y,0.0,Married,House / apartment,1,1,1,0,2.0,44,55.0,11.0,0,270000.0,Working,Secondary / secondary special,135000.0,Senior,0.2,2
5021421,F,N,Y,0.0,Married,House / apartment,1,1,1,0,2.0,28,55.0,11.0,0,270000.0,Working,Secondary / secondary special,135000.0,Senior,0.2,2
5021423,F,N,Y,0.0,Married,House / apartment,1,1,1,0,2.0,52,55.0,11.0,0,270000.0,Working,Secondary / secondary special,135000.0,Senior,0.2,2
5021429,F,N,Y,0.0,Single / not married,House / apartment,1,0,0,0,1.0,51,52.0,7.0,0,126000.0,Commercial associate,Higher education,126000.0,Senior,0.1346153846153846,0
5021430,F,N,Y,0.0,Single / not married,House / apartment,1,0,0,0,1.0,14,52.0,7.0,1,126000.0,Commercial associate,Higher education,126000.0,Senior,0.1346153846153846,0
5021431,F,N,Y,0.0,Single / not married,House / apartment,1,0,0,0,1.0,22,52.0,7.0,1,126000.0,Commercial associate,Higher education,126000.0,Senior,0.1346153846153846,0
5021434,M,N,Y,1.0,Married,House / apartment,1,0,0,0,3.0,28,47.0,1.0,0,270000.0,State servant,Secondary / secondary special,90000.0,Senior,0.02127659574468085,0
5021435,M,N,Y,1.0,Married,House / apartment,1,0,0,0,3.0,50,47.0,1.0,0,270000.0,State servant,Secondary / secondary special,90000.0,Senior,0.02127659574468085,0
5113145,M,N,Y,1.0,Married,House / apartment,1,0,0,0,3.0,54,47.0,1.0,0,270000.0,State servant,Secondary / secondary special,90000.0,Senior,0.02127659574468085,0
5021436,M,N,Y,1.0,Married,House / apartment,1,0,0,0,3.0,33,26.0,4.0,0,135000.0,Working,Secondary / secondary special,45000.0,Adult,0.15384615384615385,0
5021437,M,N,Y,1.0,Married,House / apartment,1,0,0,0,3.0,11,26.0,4.0,0,135000.0,Working,Secondary / secondary special,45000.0,Adult,0.15384615384615385,0
5021438,M,N,Y,1.0,Married,House / apartment,1,0,0,0,3.0,18,26.0,4.0,0,135000.0,Working,Secondary / secondary special,45000.0,Adult,0.15384615384615385,0
5021439,M,N,Y,1.0,Married,House / apartment,1,0,0,0,3.0,40,26.0,4.0,0,135000.0,Working,Secondary / secondary special,45000.0,Adult,0.15384615384615385,0
5021440,M,N,Y,1.0,Married,House / apartment,1,0,0,0,3.0,1,26.0,4.0,0,135000.0,Working,Secondary / secondary special,45000.0,Adult,0.15384615384615385,0
5021441,M,N,Y,1.0,Married,House / apartment,1,0,0,0,3.0,4,26.0,4.0,0,135000.0,Working,Secondary / secondary special,45000.0,Adult,0.15384615384615385,0
5021442,M,N,Y,1.0,Married,House / apartment,1,0,0,0,3.0,33,26.0,4.0,0,135000.0,Working,Secondary / secondary special,45000.0,Adult,0.15384615384615385,0
5021443,M,N,Y,1.0,Married,House / apartment,1,0,0,0,3.0,27,26.0,4.0,0,135000.0,Working,Secondary / secondary special,45000.0,Adult,0.15384615384615385,0
5021444,F,N,Y,0.0,Married,With parents,1,1,1,0,2.0,23,36.0,14.0,0,121500.0,Working,Secondary / secondary special,60750.0,Middle,0.3888888888888889,2
5021445,F,N,Y,0.0,Married,With parents,1,1,1,0,2.0,47,36.0,14.0,0,121500.0,Working,Secondary / secondary special,60750.0,Middle,0.3888888888888889,2
5021446,F,N,Y,0.0,Married,With parents,1,1,1,0,2.0,5,36.0,14.0,0,121500.0,Working,Secondary / secondary special,60750.0,Middle,0.3888888888888889,2
5021448,F,N,Y,0.0,Married,House / apartment,1,0,0,0,2.0,16,59.0,8.0,0,196650.0,Commercial associate,Secondary / secondary special,98325.0,Elderly,0.13559322033898305,0
5021450,F,N,Y,0.0,Married,House / apartment,1,0,0,0,2.0,59,59.0,8.0,0,196650.0,Commercial associate,Secondary / secondary special,98325.0,Elderly,0.13559322033898305,0
5021455,F,N,Y,0.0,Married,House / apartment,1,1,1,0,2.0,8,52.0,3.0,0,81000.0,Working,Secondary / secondary special,40500.0,Senior,0.057692307692307696,2
5021456,F,N,Y,0.0,Married,House / apartment,1,1,1,0,2.0,7,52.0,3.0,0,81000.0,Working,Secondary / secondary special,40500.0,Senior,0.057692307692307696,2
5021457,F,N,Y,0.0,Married,House / apartment,1,1,1,0,2.0,10,52.0,3.0,0,81000.0,Working,Secondary / secondary special,40500.0,Senior,0.057692307692307696,2
5021458,F,Y,N,1.0,Civil marriage,House / apartment,1,0,0,0,3.0,29,32.0,2.0,0,225000.0,Working,Higher education,75000.0,Adult,0.0625,0
5021459,F,Y,N,1.0,Civil marriage,House / apartment,1,0,0,0,3.0,37,32.0,2.0,0,225000.0,Working,Higher education,75000.0,Adult,0.0625,0
5021460,F,Y,N,1.0,Civil marriage,House / apartment,1,0,0,0,3.0,17,32.0,2.0,0,225000.0,Working,Higher education,75000.0,Adult,0.0625,0
5021461,F,Y,N,1.0,Civil marriage,House / apartment,1,0,0,0,3.0,26,32.0,2.0,0,225000.0,Working,Higher education,75000.0,Adult,0.0625,0
5021462,F,Y,N,1.0,Civil marriage,House / apartment,1,0,0,0,3.0,14,32.0,2.0,0,225000.0,Working,Higher education,75000.0,Adult,0.0625,0
5021463,F,Y,N,1.0,Civil marriage,House / apartment,1,0,0,0,3.0,20,32.0,2.0,0,225000.0,Working,Higher education,75000.0,Adult,0.0625,0
5021464,F,Y,Y,1.0,Married,House / apartment,1,0,0,0,3.0,9,32.0,2.0,0,166500.0,Working,Higher education,55500.0,Adult,0.0625,0
5021465,F,Y,Y,1.0,Married,House / apartment,1,0,0,0,3.0,8,32.0,2.0,0,166500.0,Working,Higher education,55500.0,Adult,0.0625,0
5021466,F,N,Y,0.0,Married,House / apartment,1,0,0,0,2.0,7,23.0,1.0,0,90000.0,Commercial associate,Secondary / secondary special,45000.0,Young,0.043478260869565216,0
5021467,F,N,Y,0.0,Married,House / apartment,1,0,0,0,2.0,4,23.0,1.0,0,90000.0,Commercial associate,Secondary / secondary special,45000.0,Young,0.043478260869565216,0
5021468,F,N,Y,0.0,Married,House / apartment,1,0,0,0,2.0,3,23.0,1.0,0,90000.0,Commercial associate,Secondary / secondary special,45000.0,Young,0.043478260869565216,0
5021474,M,N,Y,1.0,Married,House / apartment,1,0,1,1,3.0,15,29.0,3.0,0,135000.0,Working,Secondary / secondary special,45000.0,Adult,0.10344827586206896,2
5021486,M,N,Y,1.0,Married,House / apartment,1,0,1,1,3.0,10,29.0,3.0,0,135000.0,Working,Secondary / secondary special,45000.0,Adult,0.10344827586206896,2
5021475,F,N,Y,0.0,Married,House / apartment,1,0,1,1,2.0,46,33.0,7.0,0,135000.0,Working,Secondary / secondary special,67500.0,Adult,0.21212121212121213,2
5021476,F,N,Y,0.0,Married,House / apartment,1,0,1,1,2.0,10,33.0,7.0,0,135000.0,Working,Secondary / secondary special,67500.0,Adult,0.21212121212121213,2
5021477,F,N,Y,0.0,Married,House / apartment,1,0,1,1,2.0,52,33.0,7.0,0,135000.0,Working,Secondary / secondary special,67500.0,Adult,0.21212121212121213,2
5021478,F,N,Y,0.0,Married,House / apartment,1,0,1,1,2.0,46,33.0,7.0,0,135000.0,Working,Secondary / secondary special,67500.0,Adult,0.21212121212121213,2
5021479,F,N,Y,0.0,Married,House / apartment,1,0,1,1,2.0,3,33.0,7.0,0,135000.0,Working,Secondary / secondary special,67500.0,Adult,0.21212121212121213,2
5021480,F,N,Y,0.0,Married,House / apartment,1,0,1,1,2.0,16,33.0,7.0,0,135000.0,Working,Secondary / secondary special,67500.0,Adult,0.21212121212121213,2
5021481,F,N,Y,0.0,Married,House / apartment,1,0,1,1,2.0,32,33.0,7.0,0,135000.0,Working,Secondary / secondary special,67500.0,Adult,0.21212121212121213,2
5021482,F,N,Y,0.0,Married,House / apartment,1,0,1,1,2.0,33,33.0,7.0,0,135000.0,Working,Secondary / secondary special,67500.0,Adult,0.21212121212121213,2
5021483,F,N,Y,0.0,Married,House / apartment,1,0,1,1,2.0,44,33.0,7.0,0,135000.0,Working,Secondary / secondary special,67500.0,Adult,0.21212121212121213,2
5021484,F,N,Y,0.0,Married,House / apartment,1,0,1,1,2.0,47,33.0,7.0,0,135000.0,Working,Secondary / secondary special,67500.0,Adult,0.21212121212121213,2
5021485,F,N,Y,0.0,Married,House / apartment,1,0,1,1,2.0,48,33.0,7.0,0,135000.0,Working,Secondary / secondary special,67500.0,Adult,0.21212121212121213,2
5021487,M,Y,Y,0.0,Civil marriage,With parents,1,0,0,0,2.0,14,29.0,4.0,0,135000.0,Commercial associate,Secondary / secondary special,67500.0,Adult,0.13793103448275862,0
5021488,M,Y,Y,0.0,Civil marriage,With parents,1,0,0,0,2.0,18,29.0,4.0,0,135000.0,Commercial associate,Secondary / secondary special,67500.0,Adult,0.13793103448275862,0
5021489,M,Y,Y,0.0,Civil marriage,With parents,1,0,0,0,2.0,16,29.0,4.0,0,135000.0,Commercial associate,Secondary / secondary special,67500.0,Adult,0.13793103448275862,0
5021490,M,N,Y,0.0,Single / not married,House / apartment,1,0,1,0,1.0,3,29.0,2.0,0,135000.0,Working,Secondary / secondary special,135000.0,Adult,0.06896551724137931,1
5021491,M,N,Y,0.0,Single / not married,House / apartment,1,0,1,0,1.0,19,29.0,2.0,0,135000.0,Working,Secondary / secondary special,135000.0,Adult,0.06896551724137931,1
5021493,F,N,Y,1.0,Married,Municipal apartment,1,0,0,0,3.0,9,43.0,5.0,0,157500.0,Working,Secondary / secondary special,52500.0,Middle,0.11627906976744186,0
5021494,F,N,Y,1.0,Married,Municipal apartment,1,0,0,0,3.0,35,43.0,5.0,0,157500.0,Working,Secondary / secondary special,52500.0,Middle,0.11627906976744186,0
5021500,M,Y,Y,2.5,Married,House / apartment,1,0,0,0,4.5,24,39.0,1.0,0,292500.0,Working,Secondary / secondary special,65000.0,Middle,0.02564102564102564,0
5113188,M,Y,Y,2.5,Married,House / apartment,1,0,0,0,4.5,22,39.0,1.0,0,292500.0,Working,Secondary / secondary special,65000.0,Middle,0.02564102564102564,0
5021508,F,N,Y,0.0,Married,House / apartment,1,0,1,0,2.0,23,50.0,20.5,0,144000.0,State servant,Secondary / secondary special,72000.0,Senior,0.41,1
5021509,F,N,Y,0.0,Married,House / apartment,1,0,1,0,2.0,32,50.0,20.5,0,144000.0,State servant,Secondary / secondary special,72000.0,Senior,0.41,1
5021510,F,N,Y,0.0,Married,House / apartment,1,0,1,0,2.0,22,50.0,20.5,0,144000.0,State servant,Secondary / secondary special,72000.0,Senior,0.41,1
5021513,F,N,Y,0.0,Married,House / apartment,1,0,1,0,2.0,39,50.0,20.5,0,144000.0,State servant,Secondary / secondary special,72000.0,Senior,0.41,1
5021514,F,N,Y,0.0,Married,House / apartment,1,0,1,0,2.0,10,50.0,20.5,0,144000.0,State servant,Secondary / secondary special,72000.0,Senior,0.41,1
5021515,F,N,Y,0.0,Married,House / apartment,1,0,1,0,2.0,17,50.0,20.5,0,144000.0,State servant,Secondary / secondary special,72000.0,Senior,0.41,1
5021516,F,N,Y,0.0,Married,House / apartment,1,0,1,0,2.0,15,50.0,20.5,0,144000.0,State servant,Secondary / secondary special,72000.0,Senior,0.41,1
